Year,ST,STATE,OCC_CODE,OCC_TITLE,TOT_EMP,LOC_Q,H_MEAN,A_MEAN
2013,DC,District of Columbia,15-1133,"Software Developers, Systems Software","1,740",0.93,46.86,"97,460"
2013,DC,District of Columbia,15-1134,Web Developers,"1,260",2.23,40.37,"83,960"
2013,DC,District of Columbia,15-1141,Database Administrators,960,1.67,41.92,"87,200"
2013,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,"3,420",1.88,42.60,"88,610"
2013,DC,District of Columbia,15-1143,Computer Network Architects,930,1.31,46.86,"97,470"
2013,DC,District of Columbia,15-1151,Computer User Support Specialists,"4,580",1.68,32.79,"68,210"
2013,DC,District of Columbia,15-1152,Computer Network Support Specialists,"1,170",1.41,40.15,"83,510"
2013,DC,District of Columbia,15-1199,"Computer Occupations, All Other","10,360",10.51,51.24,"106,570"
2013,FL,Florida,15-1111,Computer and Information Research Scientists,500,0.37,45.35,"94,320"
2013,FL,Florida,15-1121,Computer Systems Analysts,"20,590",0.72,41.16,"85,610"
2013,FL,Florida,15-1122,Information Security Analysts,"3,390",0.77,39.15,"81,440"
2013,FL,Florida,15-1131,Computer Programmers,"15,630",0.89,36.33,"75,570"
2013,FL,Florida,15-1132,"Software Developers, Applications","23,440",0.65,38.77,"80,630"
2013,FL,Florida,15-1133,"Software Developers, Systems Software","11,160",0.53,43.55,"90,580"
2013,FL,Florida,15-1134,Web Developers,"6,990",1.10,28.84,"59,990"
2013,FL,Florida,15-1141,Database Administrators,"6,240",0.97,37.22,"77,410"
2013,FL,Florida,15-1142,Network and Computer Systems Administrators,"14,100",0.69,37.91,"78,860"
2013,FL,Florida,15-1143,Computer Network Architects,"15,520",1.95,33.20,"69,050"
2013,FL,Florida,15-1151,Computer User Support Specialists,"27,080",0.89,21.17,"44,030"
2013,FL,Florida,15-1152,Computer Network Support Specialists,"7,750",0.84,26.10,"54,280"
2013,FL,Florida,15-1199,"Computer Occupations, All Other","4,470",0.40,36.54,"76,000"
2013,GA,Georgia,15-1111,Computer and Information Research Scientists,630,0.89,46.08,"95,840"
2013,GA,Georgia,15-1121,Computer Systems Analysts,"17,030",1.15,36.58,"76,080"
2013,GA,Georgia,15-1122,Information Security Analysts,"2,120",0.93,39.35,"81,860"
2013,GA,Georgia,15-1131,Computer Programmers,"11,250",1.23,42.87,"89,170"
2013,GA,Georgia,15-1132,"Software Developers, Applications","17,070",0.91,42.04,"87,440"
2013,GA,Georgia,15-1133,"Software Developers, Systems Software","11,050",1.01,46.97,"97,690"
2013,GA,Georgia,15-1134,Web Developers,"2,530",0.77,35.75,"74,360"
2013,GA,Georgia,15-1141,Database Administrators,"4,590",1.37,39.44,"82,040"
2013,GA,Georgia,15-1142,Network and Computer Systems Administrators,"10,950",1.03,38.24,"79,540"
2013,GA,Georgia,15-1143,Computer Network Architects,"4,410",1.07,46.72,"97,170"
2013,GA,Georgia,15-1151,Computer User Support Specialists,"19,040",1.20,24.04,"50,000"
2013,GA,Georgia,15-1152,Computer Network Support Specialists,"5,920",1.23,31.23,"64,960"
2013,GA,Georgia,15-1199,"Computer Occupations, All Other","4,620",0.80,40.62,"84,490"
2013,HI,Hawaii,15-1111,Computer and Information Research Scientists,80,0.69,50.60,"105,250"
2013,HI,Hawaii,15-1121,Computer Systems Analysts,990,0.43,36.26,"75,420"
2013,HI,Hawaii,15-1122,Information Security Analysts,160,0.46,38.91,"80,930"
2013,HI,Hawaii,15-1131,Computer Programmers,600,0.42,30.56,"63,570"
2013,HI,Hawaii,15-1132,"Software Developers, Applications",880,0.30,39.21,"81,550"
2013,HI,Hawaii,15-1133,"Software Developers, Systems Software",730,0.43,42.38,"88,160"
2013,HI,Hawaii,15-1134,Web Developers,300,0.59,24.64,"51,240"
2013,HI,Hawaii,15-1141,Database Administrators,220,0.42,30.24,"62,900"
2013,HI,Hawaii,15-1142,Network and Computer Systems Administrators,"1,360",0.83,31.95,"66,450"
2013,HI,Hawaii,15-1143,Computer Network Architects,220,0.34,49.26,"102,460"
2013,HI,Hawaii,15-1151,Computer User Support Specialists,"1,500",0.61,24.46,"50,890"
2013,HI,Hawaii,15-1152,Computer Network Support Specialists,530,0.71,27.82,"57,870"
2013,HI,Hawaii,15-1199,"Computer Occupations, All Other","1,480",1.66,39.94,"83,070"
2013,ID,Idaho,15-1121,Computer Systems Analysts,960,0.41,37.22,"77,420"
2013,ID,Idaho,15-1122,Information Security Analysts,200,0.54,37.32,"77,620"
2013,ID,Idaho,15-1131,Computer Programmers,950,0.66,34.66,"72,100"
2013,ID,Idaho,15-1132,"Software Developers, Applications","1,690",0.57,35.15,"73,120"
2013,ID,Idaho,15-1133,"Software Developers, Systems Software","1,180",0.68,46.41,"96,530"
2013,ID,Idaho,15-1134,Web Developers,600,1.15,22.01,"45,780"
2013,ID,Idaho,15-1141,Database Administrators,300,0.57,31.84,"66,230"
2013,ID,Idaho,15-1142,Network and Computer Systems Administrators,"1,420",0.85,28.38,"59,040"
2013,ID,Idaho,15-1143,Computer Network Architects,340,0.51,35.64,"74,130"
2013,ID,Idaho,15-1151,Computer User Support Specialists,"2,370",0.95,19.38,"40,320"
2013,ID,Idaho,15-1152,Computer Network Support Specialists,500,0.66,28.41,"59,080"
2013,ID,Idaho,15-1199,"Computer Occupations, All Other",550,0.61,35.56,"73,970"
2013,IL,Illinois,15-1111,Computer and Information Research Scientists,390,0.37,56.36,"117,220"
2013,IL,Illinois,15-1121,Computer Systems Analysts,"19,000",0.87,39.54,"82,230"
2013,IL,Illinois,15-1122,Information Security Analysts,"2,190",0.65,42.87,"89,160"
2013,IL,Illinois,15-1131,Computer Programmers,"20,620",1.53,35.87,"74,620"
2013,IL,Illinois,15-1132,"Software Developers, Applications","27,500",0.99,40.14,"83,500"
2013,IL,Illinois,15-1133,"Software Developers, Systems Software","13,950",0.87,46.22,"96,150"
2013,IL,Illinois,15-1134,Web Developers,"3,250",0.67,31.14,"64,780"
2013,IL,Illinois,15-1141,Database Administrators,"4,610",0.93,37.95,"78,930"
2013,IL,Illinois,15-1142,Network and Computer Systems Administrators,"14,190",0.91,36.48,"75,870"
2013,IL,Illinois,15-1143,Computer Network Architects,"4,800",0.79,51.70,"107,540"
2013,IL,Illinois,15-1151,Computer User Support Specialists,"19,300",0.83,24.67,"51,320"
2013,IL,Illinois,15-1152,Computer Network Support Specialists,"5,820",0.82,29.63,"61,630"
2013,IL,Illinois,15-1199,"Computer Occupations, All Other","16,190",1.92,39.58,"82,330"
2013,IN,Indiana,15-1111,Computer and Information Research Scientists,**,**,49.18,"102,300"
2013,IN,Indiana,15-1121,Computer Systems Analysts,"8,220",0.75,33.91,"70,530"
2013,IN,Indiana,15-1122,Information Security Analysts,690,0.41,35.67,"74,200"
2013,IN,Indiana,15-1131,Computer Programmers,"4,650",0.69,30.31,"63,050"
2013,IN,Indiana,15-1132,"Software Developers, Applications","7,220",0.52,40.99,"85,260"
2013,IN,Indiana,15-1133,"Software Developers, Systems Software","3,050",0.38,42.84,"89,100"
2013,IN,Indiana,15-1134,Web Developers,"1,870",0.77,25.89,"53,860"
2013,IN,Indiana,15-1141,Database Administrators,"1,610",0.65,32.96,"68,560"
2013,IN,Indiana,15-1142,Network and Computer Systems Administrators,"6,710",0.86,31.31,"65,120"
2013,IN,Indiana,15-1143,Computer Network Architects,"1,940",0.64,42.07,"87,500"
2013,IN,Indiana,15-1151,Computer User Support Specialists,"7,130",0.61,20.50,"42,640"
2013,IN,Indiana,15-1152,Computer Network Support Specialists,"1,200",0.34,26.97,"56,090"
2013,IN,Indiana,15-1199,"Computer Occupations, All Other","2,830",0.67,33.74,"70,180"
2013,IA,Iowa,15-1121,Computer Systems Analysts,"5,760",1.01,37.18,"77,330"
2013,IA,Iowa,15-1122,Information Security Analysts,380,0.43,34.32,"71,380"
2013,IA,Iowa,15-1131,Computer Programmers,"1,840",0.52,31.03,"64,550"
2013,IA,Iowa,15-1132,"Software Developers, Applications","6,790",0.94,36.90,"76,750"
2013,IA,Iowa,15-1133,"Software Developers, Systems Software","2,280",0.54,43.64,"90,780"
2013,IA,Iowa,15-1134,Web Developers,770,0.60,28.86,"60,030"
2013,IA,Iowa,15-1141,Database Administrators,"1,050",0.81,35.19,"73,190"
2013,IA,Iowa,15-1142,Network and Computer Systems Administrators,"3,820",0.94,30.94,"64,360"
2013,IA,Iowa,15-1143,Computer Network Architects,890,0.56,44.61,"92,780"
2013,IA,Iowa,15-1151,Computer User Support Specialists,"3,840",0.63,19.54,"40,630"
2013,IA,Iowa,15-1152,Computer Network Support Specialists,"2,200",1.18,24.85,"51,700"
2013,IA,Iowa,15-1199,"Computer Occupations, All Other","1,070",0.48,29.86,"62,110"
2013,KS,Kansas,15-1111,Computer and Information Research Scientists,100,0.39,44.15,"91,820"
2013,KS,Kansas,15-1121,Computer Systems Analysts,"2,800",0.55,37.39,"77,770"
2013,KS,Kansas,15-1122,Information Security Analysts,570,0.73,36.45,"75,820"
2013,KS,Kansas,15-1131,Computer Programmers,"3,570",1.13,33.98,"70,680"
2013,KS,Kansas,15-1132,"Software Developers, Applications","3,100",0.48,42.91,"89,260"
2013,KS,Kansas,15-1133,"Software Developers, Systems Software","2,820",0.75,44.76,"93,100"
2013,KS,Kansas,15-1134,Web Developers,840,0.74,26.49,"55,090"
2013,KS,Kansas,15-1141,Database Administrators,"1,010",0.87,38.01,"79,050"
2013,KS,Kansas,15-1142,Network and Computer Systems Administrators,"5,010",1.37,31.73,"65,990"
2013,KS,Kansas,15-1143,Computer Network Architects,"1,340",0.94,40.22,"83,660"
2013,KS,Kansas,15-1151,Computer User Support Specialists,"5,670",1.04,21.41,"44,530"
2013,KS,Kansas,15-1152,Computer Network Support Specialists,"1,090",0.66,28.31,"58,880"
2013,KS,Kansas,15-1199,"Computer Occupations, All Other",970,0.49,34.16,"71,050"
2013,KY,Kentucky,15-1121,Computer Systems Analysts,"3,260",0.48,33.71,"70,130"
2013,KY,Kentucky,15-1122,Information Security Analysts,640,0.61,33.16,"68,980"
2013,KY,Kentucky,15-1131,Computer Programmers,"1,510",0.36,30.18,"62,760"
2013,KY,Kentucky,15-1132,"Software Developers, Applications","4,970",0.57,34.44,"71,630"
2013,KY,Kentucky,15-1133,"Software Developers, Systems Software","1,930",0.38,37.55,"78,110"
2013,KY,Kentucky,15-1134,Web Developers,740,0.49,23.55,"48,990"
2013,KY,Kentucky,15-1141,Database Administrators,"1,300",0.84,32.57,"67,730"
2013,KY,Kentucky,15-1142,Network and Computer Systems Administrators,"3,430",0.70,28.28,"58,820"
2013,KY,Kentucky,15-1143,Computer Network Architects,"1,280",0.68,37.51,"78,030"
2013,KY,Kentucky,15-1151,Computer User Support Specialists,"4,910",0.67,19.45,"40,460"
2013,KY,Kentucky,15-1152,Computer Network Support Specialists,"1,640",0.74,24.49,"50,930"
2013,KY,Kentucky,15-1199,"Computer Occupations, All Other","2,470",0.94,33.65,"69,990"
2013,LA,Louisiana,15-1111,Computer and Information Research Scientists,50,0.13,39.15,"81,440"
2013,LA,Louisiana,15-1121,Computer Systems Analysts,"2,300",0.32,31.41,"65,330"
2013,LA,Louisiana,15-1122,Information Security Analysts,620,0.56,29.40,"61,150"
2013,LA,Louisiana,15-1131,Computer Programmers,"2,000",0.45,31.48,"65,480"
2013,LA,Louisiana,15-1132,"Software Developers, Applications","1,220",0.13,39.23,"81,590"
2013,LA,Louisiana,15-1133,"Software Developers, Systems Software","1,140",0.21,39.05,"81,220"
2013,LA,Louisiana,15-1134,Web Developers,550,0.34,25.73,"53,520"
2013,LA,Louisiana,15-1141,Database Administrators,470,0.29,32.59,"67,790"
2013,LA,Louisiana,15-1142,Network and Computer Systems Administrators,"3,400",0.66,30.23,"62,870"
2013,LA,Louisiana,15-1143,Computer Network Architects,260,0.13,36.48,"75,880"
2013,LA,Louisiana,15-1151,Computer User Support Specialists,"3,440",0.45,22.24,"46,260"
2013,LA,Louisiana,15-1152,Computer Network Support Specialists,"1,350",0.58,23.85,"49,610"
2013,LA,Louisiana,15-1199,"Computer Occupations, All Other","2,010",0.72,33.08,"68,800"
2013,ME,Maine,15-1121,Computer Systems Analysts,"1,450",0.65,35.86,"74,580"
2013,ME,Maine,15-1122,Information Security Analysts,150,0.45,31.65,"65,840"
2013,ME,Maine,15-1131,Computer Programmers,860,0.63,33.05,"68,740"
2013,ME,Maine,15-1132,"Software Developers, Applications","1,430",0.51,39.82,"82,820"
2013,ME,Maine,15-1133,"Software Developers, Systems Software",230,0.14,47.28,"98,350"
2013,ME,Maine,15-1134,Web Developers,360,0.72,24.65,"51,270"
2013,ME,Maine,15-1141,Database Administrators,290,0.58,30.61,"63,660"
2013,ME,Maine,15-1142,Network and Computer Systems Administrators,"1,120",0.71,30.23,"62,870"
2013,ME,Maine,15-1143,Computer Network Architects,400,0.64,39.88,"82,940"
2013,ME,Maine,15-1151,Computer User Support Specialists,"1,760",0.74,20.21,"42,040"
2013,ME,Maine,15-1152,Computer Network Support Specialists,680,0.93,23.71,"49,310"
2013,ME,Maine,15-1199,"Computer Occupations, All Other",450,0.52,36.02,"74,920"
2013,MD,Maryland,15-1111,Computer and Information Research Scientists,"3,040",6.52,50.44,"104,910"
2013,MD,Maryland,15-1121,Computer Systems Analysts,"12,130",1.25,41.76,"86,860"
2013,MD,Maryland,15-1122,Information Security Analysts,"3,170",2.12,47.84,"99,520"
2013,MD,Maryland,15-1131,Computer Programmers,"6,980",1.17,45.24,"94,100"
2013,MD,Maryland,15-1132,"Software Developers, Applications","12,240",0.99,52.96,"110,160"
2013,MD,Maryland,15-1133,"Software Developers, Systems Software","13,930",1.95,53.77,"111,840"
2013,MD,Maryland,15-1134,Web Developers,"3,590",1.66,39.11,"81,350"
2013,MD,Maryland,15-1141,Database Administrators,"3,590",1.63,42.63,"88,670"
2013,MD,Maryland,15-1142,Network and Computer Systems Administrators,"11,230",1.62,44.26,"92,050"
2013,MD,Maryland,15-1143,Computer Network Architects,"5,350",1.98,50.73,"105,530"
2013,MD,Maryland,15-1151,Computer User Support Specialists,"12,410",1.20,25.85,"53,760"
2013,MD,Maryland,15-1152,Computer Network Support Specialists,"6,220",1.97,33.28,"69,220"
2013,MD,Maryland,15-1199,"Computer Occupations, All Other","13,540",3.61,47.78,"99,380"
2013,MA,Massachusetts,15-1111,Computer and Information Research Scientists,780,1.31,54.67,"113,710"
2013,MA,Massachusetts,15-1121,Computer Systems Analysts,"16,420",1.32,41.84,"87,030"
2013,MA,Massachusetts,15-1122,Information Security Analysts,"2,420",1.26,44.75,"93,070"
2013,MA,Massachusetts,15-1131,Computer Programmers,"7,950",1.04,39.79,"82,750"
2013,MA,Massachusetts,15-1132,"Software Developers, Applications","25,130",1.59,49.64,"103,250"
2013,MA,Massachusetts,15-1133,"Software Developers, Systems Software","28,450",3.10,54.45,"113,250"
2013,MA,Massachusetts,15-1134,Web Developers,"4,220",1.52,36.13,"75,140"
2013,MA,Massachusetts,15-1141,Database Administrators,"4,530",1.61,39.69,"82,560"
2013,MA,Massachusetts,15-1142,Network and Computer Systems Administrators,"9,320",1.05,38.83,"80,770"
2013,MA,Massachusetts,15-1143,Computer Network Architects,"4,870",1.40,53.90,"112,120"
2013,MA,Massachusetts,15-1151,Computer User Support Specialists,"16,820",1.26,29.03,"60,390"
2013,MA,Massachusetts,15-1152,Computer Network Support Specialists,"4,040",1.00,36.27,"75,440"
2013,MA,Massachusetts,15-1199,"Computer Occupations, All Other","4,050",0.84,43.32,"90,110"
2013,MI,Michigan,15-1111,Computer and Information Research Scientists,170,0.23,50.42,"104,870"
2013,MI,Michigan,15-1121,Computer Systems Analysts,"14,130",0.92,37.85,"78,740"
2013,MI,Michigan,15-1122,Information Security Analysts,"1,060",0.45,39.08,"81,280"
2013,MI,Michigan,15-1131,Computer Programmers,"7,920",0.84,33.20,"69,060"
2013,MI,Michigan,15-1132,"Software Developers, Applications","14,580",0.75,38.22,"79,510"
2013,MI,Michigan,15-1133,"Software Developers, Systems Software","9,410",0.84,43.02,"89,480"
2013,MI,Michigan,15-1134,Web Developers,"2,400",0.71,27.01,"56,190"
2013,MI,Michigan,15-1141,Database Administrators,"2,820",0.81,37.68,"78,370"
2013,MI,Michigan,15-1142,Network and Computer Systems Administrators,"10,030",0.92,34.89,"72,570"
2013,MI,Michigan,15-1143,Computer Network Architects,"2,380",0.56,41.63,"86,590"
2013,MI,Michigan,15-1151,Computer User Support Specialists,"19,630",1.20,21.69,"45,120"
2013,MI,Michigan,15-1152,Computer Network Support Specialists,"4,510",0.91,26.48,"55,080"
2013,MI,Michigan,15-1199,"Computer Occupations, All Other","7,150",1.21,35.19,"73,190"
2013,MN,Minnesota,15-1111,Computer and Information Research Scientists,380,0.78,60.25,"125,320"
2013,MN,Minnesota,15-1121,Computer Systems Analysts,"12,880",1.25,39.21,"81,560"
2013,MN,Minnesota,15-1122,Information Security Analysts,"1,620",1.03,42.12,"87,610"
2013,MN,Minnesota,15-1131,Computer Programmers,"5,700",0.90,37.69,"78,390"
2013,MN,Minnesota,15-1132,"Software Developers, Applications","11,260",0.86,44.35,"92,240"
2013,MN,Minnesota,15-1133,"Software Developers, Systems Software","8,690",1.15,46.71,"97,150"
2013,MN,Minnesota,15-1134,Web Developers,"2,630",1.15,32.15,"66,860"
2013,MN,Minnesota,15-1141,Database Administrators,"2,690",1.15,41.16,"85,620"
2013,MN,Minnesota,15-1142,Network and Computer Systems Administrators,"8,060",1.10,36.68,"76,290"
2013,MN,Minnesota,15-1143,Computer Network Architects,"3,790",1.32,44.79,"93,170"
2013,MN,Minnesota,15-1151,Computer User Support Specialists,"11,710",1.07,24.24,"50,430"
2013,MN,Minnesota,15-1152,Computer Network Support Specialists,"3,290",0.98,29.49,"61,340"
2013,MN,Minnesota,15-1199,"Computer Occupations, All Other","8,780",2.21,35.69,"74,230"
2013,MS,Mississippi,15-1111,Computer and Information Research Scientists,210,1.04,43.74,"90,980"
2013,MS,Mississippi,15-1121,Computer Systems Analysts,"1,430",0.34,30.53,"63,500"
2013,MS,Mississippi,15-1122,Information Security Analysts,260,0.41,28.41,"59,090"
2013,MS,Mississippi,15-1131,Computer Programmers,920,0.36,27.72,"57,650"
2013,MS,Mississippi,15-1132,"Software Developers, Applications",900,0.17,38.67,"80,420"
2013,MS,Mississippi,15-1133,"Software Developers, Systems Software",450,0.15,34.68,"72,140"
2013,MS,Mississippi,15-1134,Web Developers,280,0.30,27.53,"57,270"
2013,MS,Mississippi,15-1141,Database Administrators,310,0.34,30.11,"62,640"
2013,MS,Mississippi,15-1142,Network and Computer Systems Administrators,"1,120",0.38,31.99,"66,540"
2013,MS,Mississippi,15-1143,Computer Network Architects,700,0.61,34.69,"72,160"
2013,MS,Mississippi,15-1151,Computer User Support Specialists,"2,530",0.57,19.64,"40,860"
2013,MS,Mississippi,15-1152,Computer Network Support Specialists,470,0.35,24.00,"49,910"
2013,MS,Mississippi,15-1199,"Computer Occupations, All Other",640,0.40,34.79,"72,360"
2013,MO,Missouri,15-1111,Computer and Information Research Scientists,130,0.26,47.05,"97,870"
2013,MO,Missouri,15-1121,Computer Systems Analysts,"10,860",1.08,38.50,"80,090"
2013,MO,Missouri,15-1122,Information Security Analysts,"1,540",0.99,37.74,"78,500"
2013,MO,Missouri,15-1131,Computer Programmers,"8,560",1.38,34.38,"71,520"
2013,MO,Missouri,15-1132,"Software Developers, Applications","12,060",0.94,41.24,"85,770"
2013,MO,Missouri,15-1133,"Software Developers, Systems Software","3,080",0.41,47.64,"99,090"
2013,MO,Missouri,15-1134,Web Developers,"1,440",0.64,28.37,"59,010"
2013,MO,Missouri,15-1141,Database Administrators,"3,060",1.34,36.65,"76,220"
2013,MO,Missouri,15-1142,Network and Computer Systems Administrators,"8,510",1.18,33.48,"69,640"
2013,MO,Missouri,15-1143,Computer Network Architects,"3,110",1.10,46.30,"96,300"
2013,MO,Missouri,15-1151,Computer User Support Specialists,"13,640",1.27,22.92,"47,670"
2013,MO,Missouri,15-1152,Computer Network Support Specialists,"3,540",1.08,29.95,"62,300"
2013,MO,Missouri,15-1199,"Computer Occupations, All Other","2,780",0.71,38.11,"79,260"
2013,MT,Montana,15-1121,Computer Systems Analysts,750,0.44,32.28,"67,130"
2013,MT,Montana,15-1122,Information Security Analysts,110,0.44,27.03,"56,230"
2013,MT,Montana,15-1131,Computer Programmers,780,0.75,31.35,"65,210"
2013,MT,Montana,15-1132,"Software Developers, Applications",610,0.28,39.29,"81,720"
2013,MT,Montana,15-1133,"Software Developers, Systems Software",310,0.25,37.72,"78,460"
2013,MT,Montana,15-1134,Web Developers,420,1.13,23.94,"49,790"
2013,MT,Montana,15-1141,Database Administrators,210,0.54,25.74,"53,530"
2013,MT,Montana,15-1142,Network and Computer Systems Administrators,600,0.50,29.00,"60,330"
2013,MT,Montana,15-1143,Computer Network Architects,180,0.39,29.37,"61,090"
2013,MT,Montana,15-1151,Computer User Support Specialists,"1,870",1.04,19.41,"40,370"
2013,MT,Montana,15-1152,Computer Network Support Specialists,390,0.72,22.77,"47,370"
2013,MT,Montana,15-1199,"Computer Occupations, All Other",570,0.88,29.80,"61,990"
2013,NE,Nebraska,15-1111,Computer and Information Research Scientists,**,**,32.54,"67,690"
2013,NE,Nebraska,15-1121,Computer Systems Analysts,"2,930",0.83,35.98,"74,830"
2013,NE,Nebraska,15-1122,Information Security Analysts,460,0.85,37.26,"77,500"
2013,NE,Nebraska,15-1131,Computer Programmers,"2,790",1.28,36.25,"75,400"
2013,NE,Nebraska,15-1132,"Software Developers, Applications","4,770",1.06,37.68,"78,370"
2013,NE,Nebraska,15-1133,"Software Developers, Systems Software","1,690",0.65,39.24,"81,620"
2013,NE,Nebraska,15-1134,Web Developers,930,1.17,25.81,"53,680"
2013,NE,Nebraska,15-1141,Database Administrators,890,1.10,35.30,"73,420"
2013,NE,Nebraska,15-1142,Network and Computer Systems Administrators,"3,780",1.49,33.63,"69,950"
2013,NE,Nebraska,15-1143,Computer Network Architects,"1,070",1.09,42.98,"89,390"
2013,NE,Nebraska,15-1151,Computer User Support Specialists,"3,530",0.93,21.90,"45,550"
2013,NE,Nebraska,15-1152,Computer Network Support Specialists,"1,290",1.12,29.77,"61,920"
2013,NE,Nebraska,15-1199,"Computer Occupations, All Other",700,0.51,37.37,"77,740"
2013,NV,Nevada,15-1121,Computer Systems Analysts,"1,920",0.44,39.99,"83,180"
2013,NV,Nevada,15-1122,Information Security Analysts,280,0.41,35.99,"74,860"
2013,NV,Nevada,15-1131,Computer Programmers,"1,320",0.49,35.84,"74,540"
2013,NV,Nevada,15-1132,"Software Developers, Applications","2,280",0.41,41.49,"86,300"
2013,NV,Nevada,15-1133,"Software Developers, Systems Software",870,0.27,41.50,"86,320"
2013,NV,Nevada,15-1134,Web Developers,720,0.74,25.97,"54,020"
2013,NV,Nevada,15-1141,Database Administrators,440,0.44,39.76,"82,700"
2013,NV,Nevada,15-1142,Network and Computer Systems Administrators,"1,770",0.56,39.60,"82,370"
2013,NV,Nevada,15-1143,Computer Network Architects,470,0.38,46.74,"97,220"
2013,NV,Nevada,15-1151,Computer User Support Specialists,"2,170",0.46,22.24,"46,260"
2013,NV,Nevada,15-1152,Computer Network Support Specialists,720,0.50,23.87,"49,660"
2013,NV,Nevada,15-1199,"Computer Occupations, All Other","2,530",1.48,30.86,"64,190"
2013,NH,New Hampshire,15-1121,Computer Systems Analysts,"2,190",0.92,40.10,"83,420"
2013,NH,New Hampshire,15-1122,Information Security Analysts,170,0.47,46.19,"96,070"
2013,NH,New Hampshire,15-1131,Computer Programmers,"1,380",0.94,33.68,"70,060"
2013,NH,New Hampshire,15-1132,"Software Developers, Applications","4,540",1.51,42.62,"88,640"
2013,NH,New Hampshire,15-1133,"Software Developers, Systems Software","1,630",0.93,54.30,"112,930"
2013,NH,New Hampshire,15-1134,Web Developers,700,1.33,26.34,"54,780"
2013,NH,New Hampshire,15-1141,Database Administrators,440,0.83,38.62,"80,330"
2013,NH,New Hampshire,15-1142,Network and Computer Systems Administrators,"1,810",1.07,34.44,"71,620"
2013,NH,New Hampshire,15-1143,Computer Network Architects,330,0.50,46.72,"97,170"
2013,NH,New Hampshire,15-1151,Computer User Support Specialists,"2,380",0.94,23.93,"49,770"
2013,NH,New Hampshire,15-1152,Computer Network Support Specialists,450,0.58,27.19,"56,550"
2013,NH,New Hampshire,15-1199,"Computer Occupations, All Other",720,0.79,37.21,"77,400"
2013,NJ,New Jersey,15-1111,Computer and Information Research Scientists,700,1.00,55.78,"116,020"
2013,NJ,New Jersey,15-1121,Computer Systems Analysts,"15,160",1.04,43.71,"90,920"
2013,NJ,New Jersey,15-1122,Information Security Analysts,"1,820",0.81,49.40,"102,750"
2013,NJ,New Jersey,15-1131,Computer Programmers,"13,710",1.52,43.21,"89,880"
2013,NJ,New Jersey,15-1132,"Software Developers, Applications","35,070",1.89,47.69,"99,190"
2013,NJ,New Jersey,15-1133,"Software Developers, Systems Software","8,310",0.77,55.11,"114,630"
2013,NJ,New Jersey,15-1134,Web Developers,"2,200",0.68,35.15,"73,120"
2013,NJ,New Jersey,15-1141,Database Administrators,"3,930",1.19,46.81,"97,360"
2013,NJ,New Jersey,15-1142,Network and Computer Systems Administrators,"10,120",0.97,42.80,"89,030"
2013,NJ,New Jersey,15-1143,Computer Network Architects,"5,030",1.24,54.03,"112,380"
2013,NJ,New Jersey,15-1151,Computer User Support Specialists,"15,450",0.99,26.09,"54,270"
2013,NJ,New Jersey,15-1152,Computer Network Support Specialists,"4,050",0.85,35.07,"72,950"
2013,NJ,New Jersey,15-1199,"Computer Occupations, All Other","9,570",1.69,37.16,"77,300"
2013,NM,New Mexico,15-1111,Computer and Information Research Scientists,230,1.57,49.37,"102,700"
2013,NM,New Mexico,15-1121,Computer Systems Analysts,780,0.26,37.09,"77,140"
2013,NM,New Mexico,15-1122,Information Security Analysts,620,1.34,43.97,"91,460"
2013,NM,New Mexico,15-1131,Computer Programmers,"1,370",0.74,46.24,"96,190"
2013,NM,New Mexico,15-1132,"Software Developers, Applications","1,110",0.29,37.71,"78,430"
2013,NM,New Mexico,15-1133,"Software Developers, Systems Software","1,430",0.65,43.69,"90,870"
2013,NM,New Mexico,15-1134,Web Developers,320,0.48,27.49,"57,170"
2013,NM,New Mexico,15-1141,Database Administrators,430,0.63,33.21,"69,070"
2013,NM,New Mexico,15-1142,Network and Computer Systems Administrators,"1,420",0.66,32.94,"68,520"
2013,NM,New Mexico,15-1143,Computer Network Architects,440,0.52,42.24,"87,870"
2013,NM,New Mexico,15-1151,Computer User Support Specialists,"3,510",1.10,21.21,"44,120"
2013,NM,New Mexico,15-1152,Computer Network Support Specialists,880,0.90,28.84,"59,990"
2013,NM,New Mexico,15-1199,"Computer Occupations, All Other",960,0.83,38.08,"79,210"
2013,NY,New York,15-1111,Computer and Information Research Scientists,820,0.52,46.60,"96,930"
2013,NY,New York,15-1121,Computer Systems Analysts,"33,010",1.00,43.71,"90,910"
2013,NY,New York,15-1122,Information Security Analysts,"5,040",0.99,54.90,"114,190"
2013,NY,New York,15-1131,Computer Programmers,"22,020",1.08,40.24,"83,700"
2013,NY,New York,15-1132,"Software Developers, Applications","39,630",0.95,49.71,"103,390"
2013,NY,New York,15-1133,"Software Developers, Systems Software","17,160",0.71,48.72,"101,330"
2013,NY,New York,15-1134,Web Developers,"8,270",1.13,36.09,"75,060"
2013,NY,New York,15-1141,Database Administrators,"7,000",0.94,39.84,"82,860"
2013,NY,New York,15-1142,Network and Computer Systems Administrators,"22,550",0.96,40.62,"84,480"
2013,NY,New York,15-1143,Computer Network Architects,"6,220",0.68,52.82,"109,860"
2013,NY,New York,15-1151,Computer User Support Specialists,"35,290",1.00,26.14,"54,380"
